,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.92,0.247,0.22,0.175,0.126,0.049,0.0,0.0,0.0,0.0,0.0
artificial.93,0.517,0.413,0.263,0.094,0.02,0.008,0.0,0.0,0.0,0.0
artificial.94,0.282,0.197,0.093,0.024,0.005,0.0,0.0,0.0,0.0,0.0
artificial.95,0.265,0.189,0.116,0.068,0.02,0.0,0.0,0.0,0.0,0.0
artificial.96,0.191,0.139,0.072,0.045,0.012,0.0,0.0,0.0,0.0,0.0
artificial.97,0.24,0.148,0.081,0.015,0.001,0.0,0.0,0.0,0.0,0.0
artificial.98,0.261,0.197,0.126,0.056,0.003,0.0,0.0,0.0,0.0,0.0
artificial.99,0.215,0.143,0.078,0.039,0.005,0.0,0.0,0.0,0.0,0.0
artificial.100,0.27,0.182,0.125,0.061,0.017,0.003,0.0,0.0,0.0,0.0
artificial.101,0.231,0.151,0.075,0.014,0.001,0.0,0.0,0.0,0.0,0.0
artificial.102,0.223,0.14,0.077,0.019,0.001,0.0,0.0,0.0,0.0,0.0
artificial.103,0.347,0.29,0.173,0.07,0.004,0.0,0.0,0.0,0.0,0.0
artificial.104,0.348,0.264,0.181,0.108,0.038,0.005,0.0,0.0,0.0,0.0
artificial.105,0.211,0.118,0.051,0.013,0.007,0.002,0.0,0.0,0.0,0.0
artificial.106,0.191,0.128,0.047,0.017,0.002,0.001,0.0,0.0,0.0,0.0
artificial.107,0.398,0.302,0.197,0.105,0.027,0.003,0.0,0.0,0.0,0.0
