,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.11,0.412,0.261,0.127,0.275,0.134,0.053,0.171,0.065,0.024,0.083,0.023,0.004,0.026,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.12,0.679,0.519,0.353,0.563,0.398,0.222,0.437,0.23,0.102,0.262,0.085,0.017,0.081,0.005,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.13,0.445,0.294,0.18,0.346,0.213,0.103,0.245,0.108,0.037,0.129,0.03,0.006,0.03,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.14,0.942,0.886,0.764,0.919,0.826,0.665,0.874,0.728,0.502,0.769,0.495,0.214,0.493,0.135,0.01,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.15,0.792,0.673,0.518,0.695,0.535,0.342,0.55,0.364,0.195,0.386,0.186,0.076,0.195,0.049,0.003,0.042,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.16,0.411,0.251,0.132,0.225,0.09,0.027,0.082,0.018,0.003,0.018,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.865,0.781,0.664,0.849,0.754,0.623,0.813,0.703,0.512,0.746,0.543,0.317,0.54,0.234,0.058,0.206,0.008,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.568,0.418,0.33,0.436,0.293,0.191,0.297,0.159,0.075,0.158,0.06,0.011,0.057,0.008,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.333,0.194,0.087,0.215,0.097,0.045,0.127,0.057,0.023,0.085,0.033,0.001,0.037,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.653,0.478,0.305,0.554,0.352,0.196,0.434,0.231,0.107,0.266,0.096,0.015,0.095,0.008,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.497,0.366,0.278,0.295,0.156,0.082,0.143,0.05,0.01,0.068,0.012,0.002,0.016,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.22,0.496,0.343,0.209,0.386,0.248,0.134,0.297,0.174,0.087,0.215,0.111,0.035,0.128,0.024,0.002,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.413,0.285,0.181,0.249,0.122,0.05,0.123,0.022,0.002,0.034,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.543,0.394,0.259,0.4,0.242,0.134,0.24,0.104,0.035,0.096,0.021,0.005,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.373,0.231,0.125,0.249,0.117,0.039,0.133,0.039,0.008,0.05,0.007,0.001,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.541,0.377,0.253,0.429,0.265,0.141,0.294,0.138,0.056,0.153,0.043,0.007,0.04,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.661,0.508,0.356,0.454,0.279,0.149,0.239,0.098,0.023,0.083,0.009,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.83,0.705,0.543,0.643,0.456,0.284,0.374,0.181,0.062,0.144,0.026,0.004,0.02,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.918,0.866,0.759,0.89,0.805,0.694,0.83,0.721,0.583,0.732,0.572,0.405,0.566,0.328,0.121,0.3,0.042,0.002,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.30,0.627,0.478,0.356,0.474,0.31,0.183,0.292,0.142,0.057,0.123,0.024,0.003,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.31,0.454,0.284,0.181,0.298,0.163,0.075,0.166,0.061,0.02,0.064,0.018,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.32,0.5,0.349,0.221,0.32,0.163,0.066,0.148,0.043,0.011,0.038,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.33,0.363,0.185,0.08,0.208,0.08,0.021,0.098,0.024,0.003,0.036,0.003,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.34,0.395,0.237,0.113,0.31,0.155,0.07,0.225,0.12,0.047,0.174,0.072,0.02,0.097,0.015,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.693,0.574,0.428,0.545,0.378,0.224,0.366,0.17,0.072,0.152,0.051,0.016,0.046,0.004,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.716,0.586,0.41,0.637,0.449,0.265,0.499,0.276,0.122,0.305,0.121,0.029,0.122,0.017,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.37,0.873,0.781,0.677,0.742,0.555,0.382,0.474,0.262,0.121,0.232,0.082,0.014,0.073,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.38,0.635,0.513,0.388,0.521,0.349,0.22,0.321,0.155,0.065,0.132,0.03,0.005,0.025,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.697,0.555,0.402,0.599,0.434,0.275,0.478,0.29,0.137,0.319,0.121,0.034,0.118,0.023,0.001,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.40,0.616,0.433,0.302,0.479,0.302,0.179,0.337,0.18,0.07,0.189,0.057,0.015,0.058,0.006,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.41,0.544,0.415,0.298,0.391,0.247,0.141,0.218,0.088,0.034,0.077,0.017,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
