,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.14,0.415,0.275,0.171,0.291,0.161,0.084,0.176,0.081,0.037,0.103,0.037,0.013,0.051,0.017,0.001,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.15,0.337,0.173,0.077,0.202,0.086,0.034,0.12,0.054,0.018,0.075,0.025,0.005,0.044,0.007,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.16,0.321,0.16,0.073,0.22,0.097,0.043,0.136,0.054,0.015,0.082,0.027,0.006,0.047,0.011,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.336,0.173,0.066,0.203,0.075,0.034,0.101,0.032,0.005,0.048,0.011,0.003,0.021,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.539,0.411,0.271,0.465,0.328,0.188,0.377,0.232,0.113,0.287,0.147,0.057,0.19,0.064,0.013,0.076,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.817,0.697,0.526,0.732,0.559,0.373,0.619,0.409,0.23,0.483,0.273,0.14,0.342,0.163,0.03,0.174,0.006,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.306,0.135,0.041,0.191,0.06,0.011,0.089,0.017,0.002,0.024,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.718,0.57,0.374,0.661,0.474,0.284,0.571,0.375,0.194,0.463,0.268,0.131,0.344,0.159,0.042,0.166,0.013,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.22,0.413,0.255,0.147,0.29,0.154,0.066,0.183,0.079,0.024,0.107,0.027,0.005,0.032,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.669,0.506,0.322,0.469,0.234,0.078,0.176,0.033,0.007,0.034,0.006,0.0,0.008,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.391,0.215,0.1,0.223,0.086,0.02,0.084,0.019,0.001,0.021,0.002,0.0,0.004,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.287,0.132,0.038,0.156,0.044,0.013,0.056,0.011,0.003,0.017,0.001,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.391,0.233,0.087,0.324,0.159,0.047,0.213,0.076,0.013,0.097,0.015,0.001,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.377,0.218,0.113,0.262,0.13,0.048,0.155,0.066,0.02,0.091,0.032,0.008,0.053,0.01,0.001,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.399,0.218,0.1,0.212,0.067,0.018,0.081,0.023,0.003,0.037,0.008,0.001,0.024,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.398,0.241,0.117,0.263,0.118,0.049,0.133,0.045,0.012,0.054,0.008,0.002,0.01,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.30,0.342,0.178,0.075,0.194,0.07,0.022,0.091,0.033,0.008,0.047,0.016,0.002,0.024,0.003,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.31,0.885,0.812,0.741,0.794,0.677,0.56,0.655,0.493,0.292,0.462,0.233,0.074,0.231,0.044,0.004,0.038,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.32,0.537,0.393,0.248,0.493,0.341,0.19,0.435,0.275,0.134,0.35,0.156,0.047,0.165,0.025,0.002,0.02,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.33,0.41,0.267,0.153,0.284,0.136,0.058,0.182,0.069,0.029,0.104,0.039,0.01,0.045,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.34,0.471,0.302,0.162,0.346,0.187,0.08,0.21,0.092,0.029,0.109,0.036,0.008,0.058,0.008,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.354,0.2,0.111,0.227,0.103,0.039,0.121,0.04,0.009,0.049,0.009,0.001,0.012,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.371,0.208,0.105,0.227,0.094,0.032,0.098,0.022,0.005,0.026,0.004,0.002,0.003,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.37,0.445,0.263,0.117,0.365,0.195,0.084,0.297,0.147,0.042,0.198,0.053,0.014,0.068,0.008,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.38,0.594,0.424,0.283,0.5,0.335,0.183,0.371,0.222,0.098,0.28,0.145,0.044,0.197,0.068,0.01,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.656,0.512,0.37,0.613,0.471,0.311,0.57,0.411,0.244,0.506,0.299,0.138,0.344,0.129,0.023,0.124,0.006,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.40,0.808,0.694,0.538,0.75,0.597,0.433,0.658,0.451,0.275,0.49,0.255,0.093,0.248,0.052,0.003,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.41,0.565,0.4,0.248,0.496,0.319,0.167,0.397,0.227,0.106,0.292,0.154,0.058,0.219,0.085,0.021,0.104,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.42,0.829,0.705,0.537,0.687,0.483,0.282,0.434,0.204,0.06,0.163,0.033,0.005,0.027,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.43,0.777,0.634,0.454,0.629,0.419,0.197,0.376,0.132,0.032,0.106,0.015,0.001,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.44,0.525,0.327,0.158,0.414,0.225,0.079,0.258,0.098,0.031,0.111,0.027,0.002,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.45,0.441,0.281,0.146,0.266,0.114,0.039,0.103,0.02,0.001,0.022,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.412,0.236,0.112,0.297,0.151,0.059,0.237,0.108,0.032,0.171,0.049,0.008,0.066,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.905,0.825,0.681,0.853,0.729,0.551,0.785,0.595,0.371,0.624,0.351,0.114,0.356,0.067,0.004,0.054,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.48,0.392,0.248,0.134,0.274,0.139,0.061,0.164,0.07,0.026,0.091,0.023,0.003,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.49,0.532,0.391,0.249,0.44,0.282,0.153,0.323,0.172,0.077,0.2,0.081,0.033,0.103,0.031,0.004,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.50,0.426,0.246,0.127,0.284,0.134,0.042,0.154,0.035,0.006,0.042,0.008,0.0,0.015,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.231,0.09,0.036,0.126,0.042,0.013,0.059,0.02,0.005,0.034,0.008,0.002,0.023,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.52,0.447,0.291,0.163,0.313,0.174,0.071,0.184,0.068,0.023,0.072,0.017,0.003,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.53,0.608,0.428,0.234,0.452,0.231,0.081,0.219,0.057,0.01,0.058,0.006,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.54,0.333,0.187,0.084,0.197,0.08,0.024,0.09,0.033,0.005,0.047,0.01,0.001,0.02,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.55,0.398,0.255,0.118,0.326,0.186,0.075,0.267,0.127,0.043,0.186,0.051,0.01,0.065,0.007,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.56,0.26,0.122,0.048,0.152,0.063,0.02,0.081,0.026,0.008,0.044,0.01,0.005,0.02,0.006,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.57,0.267,0.134,0.057,0.169,0.071,0.026,0.092,0.031,0.011,0.055,0.01,0.004,0.02,0.005,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.58,0.369,0.229,0.115,0.273,0.153,0.057,0.194,0.075,0.025,0.115,0.05,0.013,0.075,0.024,0.001,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.59,0.583,0.424,0.26,0.506,0.332,0.169,0.391,0.199,0.091,0.258,0.099,0.032,0.117,0.027,0.001,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.60,0.363,0.194,0.091,0.235,0.098,0.042,0.119,0.048,0.015,0.064,0.019,0.005,0.025,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.61,0.495,0.331,0.206,0.376,0.236,0.132,0.253,0.142,0.076,0.164,0.087,0.031,0.107,0.038,0.005,0.045,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.62,0.444,0.296,0.186,0.366,0.252,0.136,0.326,0.196,0.1,0.266,0.129,0.039,0.164,0.036,0.003,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.63,0.33,0.195,0.079,0.224,0.099,0.02,0.127,0.023,0.006,0.035,0.004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.64,0.581,0.442,0.296,0.472,0.284,0.153,0.315,0.159,0.073,0.187,0.084,0.023,0.115,0.032,0.001,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.65,0.837,0.725,0.552,0.757,0.598,0.375,0.615,0.362,0.169,0.344,0.133,0.029,0.116,0.014,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.622,0.453,0.28,0.544,0.365,0.219,0.465,0.298,0.15,0.366,0.179,0.062,0.211,0.046,0.005,0.042,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.67,0.57,0.398,0.235,0.404,0.235,0.105,0.219,0.076,0.02,0.073,0.011,0.003,0.012,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.68,0.319,0.156,0.045,0.181,0.051,0.011,0.074,0.013,0.001,0.028,0.007,0.0,0.019,0.003,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.69,0.666,0.498,0.335,0.628,0.463,0.287,0.559,0.381,0.21,0.441,0.217,0.078,0.21,0.039,0.003,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.70,0.402,0.241,0.121,0.307,0.16,0.076,0.223,0.11,0.049,0.162,0.066,0.024,0.076,0.019,0.002,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.71,0.567,0.41,0.232,0.503,0.336,0.172,0.427,0.256,0.115,0.33,0.173,0.069,0.225,0.08,0.011,0.088,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.72,0.336,0.193,0.073,0.211,0.083,0.019,0.091,0.021,0.007,0.036,0.012,0.003,0.019,0.006,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.73,0.679,0.523,0.379,0.479,0.26,0.109,0.186,0.038,0.009,0.03,0.004,0.001,0.004,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.74,0.495,0.3,0.162,0.331,0.167,0.069,0.176,0.055,0.016,0.053,0.011,0.001,0.008,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.75,0.319,0.172,0.062,0.202,0.071,0.018,0.089,0.021,0.003,0.028,0.005,0.002,0.009,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.76,0.911,0.843,0.713,0.875,0.754,0.613,0.788,0.639,0.47,0.679,0.505,0.321,0.536,0.294,0.111,0.288,0.053,0.001,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.77,0.392,0.236,0.125,0.241,0.117,0.049,0.127,0.044,0.006,0.052,0.011,0.002,0.018,0.004,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.78,0.309,0.163,0.083,0.188,0.088,0.042,0.103,0.041,0.012,0.052,0.015,0.003,0.022,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.79,0.721,0.575,0.373,0.728,0.585,0.386,0.72,0.557,0.352,0.651,0.431,0.19,0.457,0.149,0.019,0.128,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.80,0.787,0.607,0.349,0.681,0.41,0.182,0.431,0.153,0.034,0.145,0.029,0.004,0.029,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.81,0.499,0.317,0.161,0.379,0.197,0.08,0.243,0.091,0.023,0.099,0.019,0.003,0.021,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.82,0.391,0.24,0.105,0.269,0.123,0.044,0.147,0.049,0.014,0.067,0.02,0.002,0.028,0.005,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.83,0.455,0.29,0.152,0.258,0.09,0.023,0.069,0.012,0.004,0.018,0.003,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
