,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.96,0.322,0.2,0.116,0.266,0.162,0.094,0.226,0.141,0.074,0.205,0.116,0.059,0.161,0.074,0.028,0.088,0.007,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.97,0.323,0.179,0.095,0.219,0.113,0.053,0.134,0.052,0.017,0.059,0.013,0.001,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.98,0.248,0.126,0.047,0.158,0.082,0.028,0.105,0.054,0.021,0.083,0.033,0.007,0.054,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.99,0.726,0.591,0.408,0.631,0.455,0.289,0.498,0.305,0.188,0.352,0.207,0.095,0.238,0.083,0.008,0.079,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.100,0.407,0.246,0.112,0.263,0.114,0.041,0.131,0.048,0.013,0.062,0.022,0.005,0.033,0.007,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.101,0.236,0.118,0.049,0.146,0.058,0.021,0.078,0.024,0.005,0.042,0.007,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.102,0.534,0.397,0.249,0.435,0.278,0.123,0.313,0.131,0.031,0.157,0.029,0.004,0.031,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.103,0.282,0.129,0.055,0.153,0.07,0.032,0.086,0.031,0.002,0.034,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.104,0.603,0.477,0.388,0.484,0.36,0.256,0.355,0.205,0.095,0.199,0.06,0.016,0.046,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.105,0.876,0.789,0.647,0.805,0.647,0.454,0.633,0.371,0.188,0.332,0.103,0.021,0.088,0.005,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.106,0.38,0.248,0.126,0.266,0.136,0.056,0.164,0.069,0.027,0.082,0.028,0.01,0.031,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.107,0.376,0.207,0.083,0.261,0.124,0.042,0.156,0.038,0.006,0.052,0.005,0.002,0.009,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.108,0.512,0.379,0.231,0.395,0.23,0.127,0.234,0.109,0.033,0.102,0.029,0.003,0.025,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.109,0.385,0.233,0.143,0.246,0.132,0.061,0.144,0.062,0.016,0.072,0.018,0.002,0.027,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.110,0.304,0.157,0.068,0.207,0.107,0.037,0.158,0.056,0.013,0.086,0.018,0.005,0.021,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.111,0.251,0.129,0.06,0.176,0.082,0.035,0.117,0.048,0.017,0.057,0.015,0.001,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.112,0.557,0.361,0.194,0.402,0.199,0.072,0.21,0.056,0.008,0.055,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.113,0.39,0.207,0.083,0.245,0.089,0.03,0.105,0.028,0.006,0.03,0.003,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.114,0.559,0.404,0.251,0.456,0.309,0.173,0.377,0.24,0.132,0.313,0.201,0.103,0.25,0.135,0.062,0.148,0.019,0.001,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.115,0.371,0.231,0.126,0.256,0.142,0.072,0.164,0.082,0.023,0.101,0.031,0.007,0.04,0.006,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.116,0.347,0.22,0.111,0.293,0.161,0.07,0.211,0.097,0.032,0.127,0.031,0.005,0.03,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.117,0.219,0.101,0.037,0.127,0.052,0.016,0.069,0.023,0.009,0.036,0.014,0.002,0.021,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.118,0.34,0.189,0.078,0.229,0.093,0.032,0.116,0.028,0.009,0.031,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.119,0.442,0.276,0.174,0.346,0.204,0.108,0.258,0.135,0.054,0.154,0.054,0.01,0.049,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.120,0.291,0.156,0.048,0.201,0.075,0.02,0.107,0.029,0.007,0.045,0.012,0.001,0.017,0.004,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.121,0.561,0.377,0.212,0.397,0.208,0.086,0.191,0.063,0.014,0.054,0.008,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.122,0.236,0.115,0.046,0.147,0.052,0.018,0.073,0.023,0.006,0.027,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.123,0.392,0.238,0.114,0.297,0.16,0.086,0.213,0.126,0.066,0.168,0.091,0.043,0.131,0.059,0.017,0.071,0.005,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.124,0.753,0.582,0.371,0.591,0.382,0.223,0.387,0.214,0.086,0.198,0.054,0.01,0.044,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.125,0.254,0.131,0.05,0.182,0.071,0.028,0.112,0.05,0.012,0.086,0.034,0.014,0.067,0.028,0.007,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.126,0.295,0.159,0.067,0.21,0.084,0.025,0.131,0.039,0.007,0.054,0.008,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.127,0.454,0.299,0.179,0.291,0.143,0.068,0.148,0.046,0.011,0.045,0.007,0.002,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.128,0.298,0.148,0.068,0.185,0.085,0.033,0.11,0.045,0.015,0.078,0.036,0.007,0.06,0.013,0.002,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.129,0.345,0.22,0.124,0.248,0.147,0.072,0.172,0.09,0.041,0.115,0.057,0.019,0.073,0.023,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.130,0.328,0.159,0.054,0.185,0.058,0.012,0.066,0.012,0.002,0.014,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.131,0.304,0.18,0.095,0.226,0.111,0.05,0.145,0.068,0.024,0.102,0.033,0.009,0.05,0.012,0.001,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.132,0.364,0.209,0.098,0.265,0.141,0.063,0.197,0.099,0.033,0.14,0.053,0.021,0.07,0.015,0.001,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.133,0.275,0.134,0.057,0.176,0.063,0.022,0.08,0.023,0.004,0.022,0.004,0.002,0.007,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.134,0.471,0.301,0.153,0.342,0.19,0.082,0.204,0.091,0.036,0.094,0.032,0.006,0.038,0.007,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
