,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.5}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
artificial.75,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.003,0.602,0.318
artificial.76,0.0,0.0,0.0,0.0,0.395,0.144,0.701,0.537,0.905,0.837
artificial.77,0.0,0.0,0.0,0.0,0.045,0.002,0.201,0.072,0.696,0.472
artificial.78,0.0,0.0,0.001,0.0,0.158,0.041,0.395,0.227,0.767,0.599
artificial.79,0.0,0.0,0.0,0.0,0.04,0.01,0.114,0.048,0.454,0.244
artificial.80,0.0,0.0,0.0,0.0,0.056,0.012,0.252,0.117,0.673,0.478
artificial.81,0.0,0.0,0.0,0.0,0.141,0.032,0.379,0.215,0.757,0.595
artificial.82,0.0,0.0,0.0,0.0,0.016,0.008,0.063,0.023,0.439,0.219
artificial.83,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.349,0.119
artificial.84,0.0,0.0,0.003,0.0,0.115,0.042,0.283,0.154,0.612,0.446
artificial.85,0.0,0.0,0.0,0.0,0.048,0.006,0.156,0.051,0.553,0.35
artificial.86,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.2,0.041
artificial.87,0.0,0.0,0.003,0.0,0.033,0.007,0.095,0.037,0.479,0.268
artificial.88,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.168,0.037
artificial.89,0.0,0.0,0.001,0.001,0.001,0.001,0.009,0.002,0.296,0.09
artificial.90,0.0,0.0,0.0,0.0,0.003,0.0,0.072,0.019,0.51,0.291
artificial.91,0.0,0.0,0.0,0.0,0.003,0.0,0.024,0.004,0.334,0.136
artificial.92,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.34,0.097
artificial.93,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.002,0.363,0.159
artificial.94,0.0,0.0,0.001,0.0,0.001,0.0,0.008,0.0,0.343,0.094
artificial.95,0.0,0.0,0.001,0.0,0.018,0.003,0.052,0.022,0.385,0.197
artificial.96,0.0,0.0,0.001,0.0,0.111,0.036,0.337,0.172,0.761,0.585
artificial.97,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.001,0.337,0.17
artificial.98,0.0,0.0,0.002,0.0,0.115,0.046,0.211,0.124,0.567,0.374
artificial.99,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.332,0.123
artificial.100,0.0,0.0,0.021,0.0,0.158,0.029,0.441,0.207,0.883,0.722
artificial.101,0.0,0.0,0.0,0.0,0.008,0.0,0.015,0.002,0.2,0.049
artificial.102,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.288,0.078
artificial.103,0.0,0.0,0.002,0.0,0.026,0.006,0.099,0.037,0.463,0.244
artificial.104,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.284,0.109
artificial.105,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.237,0.058
artificial.106,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.001,0.313,0.132
artificial.107,0.0,0.0,0.0,0.0,0.026,0.005,0.097,0.038,0.454,0.269
artificial.108,0.0,0.0,0.001,0.0,0.065,0.015,0.198,0.098,0.611,0.4
artificial.109,0.0,0.0,0.002,0.0,0.004,0.0,0.02,0.005,0.311,0.128
artificial.110,0.0,0.0,0.0,0.0,0.012,0.0,0.139,0.035,0.557,0.343
artificial.111,0.0,0.0,0.0,0.0,0.009,0.0,0.105,0.036,0.524,0.303
artificial.112,0.0,0.0,0.0,0.0,0.008,0.002,0.215,0.04,0.784,0.555
artificial.113,0.0,0.0,0.0,0.0,0.001,0.0,0.019,0.005,0.323,0.119
artificial.114,0.0,0.0,0.009,0.0,0.061,0.025,0.126,0.064,0.537,0.304
artificial.115,0.0,0.0,0.0,0.0,0.036,0.009,0.175,0.06,0.614,0.415
artificial.116,0.0,0.0,0.0,0.0,0.035,0.006,0.187,0.073,0.595,0.4
artificial.117,0.0,0.0,0.0,0.0,0.001,0.0,0.045,0.011,0.383,0.216
artificial.118,0.0,0.0,0.007,0.0,0.243,0.141,0.405,0.294,0.739,0.592
artificial.119,0.0,0.0,0.002,0.0,0.047,0.005,0.194,0.059,0.522,0.347
artificial.120,0.0,0.0,0.0,0.0,0.013,0.001,0.019,0.01,0.272,0.101
artificial.121,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.323,0.097
artificial.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.037
artificial.123,0.0,0.0,0.0,0.0,0.019,0.005,0.06,0.02,0.356,0.15
artificial.124,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.133,0.031
artificial.125,0.0,0.0,0.0,0.0,0.03,0.0,0.14,0.052,0.56,0.352
artificial.126,0.0,0.0,0.0,0.0,0.034,0.006,0.22,0.083,0.609,0.421
artificial.127,0.0,0.0,0.0,0.0,0.004,0.0,0.016,0.006,0.233,0.066
artificial.128,0.0,0.0,0.041,0.0,0.329,0.192,0.443,0.307,0.782,0.599
artificial.129,0.0,0.0,0.0,0.0,0.111,0.041,0.29,0.163,0.662,0.461
artificial.130,0.0,0.0,0.0,0.0,0.028,0.001,0.069,0.025,0.428,0.198
artificial.131,0.0,0.0,0.005,0.0,0.103,0.035,0.296,0.156,0.708,0.521
artificial.132,0.0,0.0,0.002,0.0,0.176,0.078,0.411,0.258,0.804,0.65
artificial.133,0.0,0.0,0.0,0.0,0.092,0.039,0.187,0.111,0.494,0.303
artificial.134,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.003,0.229,0.055
artificial.135,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.205,0.056
artificial.136,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.355,0.152
artificial.137,0.0,0.0,0.004,0.0,0.023,0.009,0.1,0.029,0.518,0.297
artificial.138,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.224,0.065
artificial.139,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.001,0.352,0.134
artificial.140,0.0,0.0,0.023,0.0,0.168,0.052,0.478,0.255,0.865,0.74
artificial.141,0.0,0.0,0.0,0.0,0.069,0.009,0.233,0.101,0.635,0.429
artificial.142,0.0,0.0,0.0,0.0,0.153,0.051,0.293,0.189,0.571,0.396
artificial.143,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.349,0.134
artificial.144,0.0,0.0,0.002,0.0,0.01,0.004,0.032,0.014,0.355,0.163
artificial.145,0.0,0.0,0.0,0.0,0.013,0.002,0.139,0.042,0.601,0.393
artificial.146,0.0,0.0,0.001,0.0,0.001,0.0,0.012,0.002,0.246,0.07
artificial.147,0.0,0.0,0.0,0.0,0.002,0.0,0.075,0.013,0.457,0.25
artificial.148,0.0,0.0,0.003,0.0,0.033,0.001,0.213,0.066,0.72,0.498
artificial.149,0.0,0.0,0.031,0.0,0.314,0.129,0.59,0.368,0.843,0.747
artificial.150,0.0,0.0,0.001,0.0,0.05,0.017,0.104,0.044,0.485,0.251
artificial.151,0.0,0.0,0.001,0.0,0.002,0.0,0.031,0.008,0.381,0.173
artificial.152,0.0,0.0,0.074,0.0,0.412,0.216,0.687,0.504,0.925,0.86
artificial.153,0.0,0.0,0.0,0.0,0.127,0.024,0.474,0.246,0.861,0.725
artificial.154,0.0,0.0,0.0,0.0,0.006,0.0,0.099,0.021,0.603,0.352
artificial.155,0.0,0.0,0.0,0.0,0.009,0.0,0.073,0.014,0.497,0.274
artificial.156,0.0,0.0,0.004,0.0,0.151,0.043,0.285,0.14,0.66,0.441
artificial.157,0.0,0.0,0.0,0.0,0.017,0.001,0.12,0.028,0.555,0.337
artificial.158,0.0,0.0,0.001,0.0,0.05,0.017,0.167,0.07,0.588,0.362
artificial.159,0.0,0.0,0.013,0.0,0.195,0.07,0.474,0.3,0.836,0.717
artificial.160,0.0,0.0,0.0,0.0,0.008,0.0,0.089,0.017,0.574,0.302
artificial.161,0.0,0.0,0.011,0.0,0.259,0.118,0.382,0.268,0.796,0.611
artificial.162,0.0,0.0,0.0,0.0,0.032,0.007,0.111,0.049,0.55,0.322
artificial.163,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.001,0.413,0.206
artificial.164,0.0,0.0,0.0,0.0,0.001,0.0,0.041,0.002,0.45,0.203
artificial.165,0.0,0.0,0.0,0.0,0.014,0.002,0.12,0.033,0.597,0.361
artificial.166,0.0,0.0,0.0,0.0,0.008,0.001,0.11,0.029,0.55,0.337
artificial.167,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.205,0.059
artificial.168,0.0,0.0,0.033,0.0,0.13,0.032,0.307,0.144,0.795,0.582
artificial.169,0.0,0.0,0.0,0.0,0.007,0.001,0.089,0.024,0.548,0.314
artificial.170,0.0,0.0,0.0,0.0,0.007,0.001,0.09,0.03,0.501,0.287
artificial.171,0.0,0.0,0.0,0.0,0.051,0.005,0.33,0.151,0.743,0.585
artificial.172,0.0,0.0,0.0,0.0,0.07,0.019,0.267,0.131,0.703,0.485
artificial.173,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.001,0.295,0.087
artificial.174,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.004,0.333,0.126
artificial.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.059
artificial.176,0.0,0.0,0.004,0.0,0.207,0.074,0.424,0.247,0.763,0.599
artificial.177,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.218,0.065
artificial.178,0.0,0.0,0.0,0.0,0.004,0.0,0.082,0.015,0.59,0.352
artificial.179,0.0,0.0,0.0,0.0,0.04,0.002,0.232,0.089,0.733,0.545
artificial.180,0.0,0.0,0.004,0.0,0.006,0.0,0.03,0.006,0.331,0.151
artificial.181,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.226,0.071
artificial.182,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.111,0.016
artificial.183,0.0,0.0,0.0,0.0,0.083,0.01,0.234,0.129,0.627,0.441
artificial.184,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.002,0.435,0.191
artificial.185,0.0,0.0,0.002,0.0,0.079,0.01,0.146,0.058,0.522,0.299
artificial.186,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.001,0.235,0.066
artificial.187,0.0,0.0,0.0,0.0,0.005,0.0,0.013,0.006,0.293,0.103
artificial.188,0.0,0.0,0.0,0.0,0.011,0.005,0.062,0.019,0.5,0.27
artificial.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195,0.055
artificial.190,0.0,0.0,0.066,0.002,0.302,0.104,0.555,0.332,0.876,0.726
artificial.191,0.0,0.0,0.0,0.0,0.003,0.0,0.01,0.003,0.315,0.104
artificial.192,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.406,0.201
artificial.193,0.0,0.0,0.0,0.0,0.014,0.005,0.036,0.015,0.464,0.192
artificial.194,0.0,0.0,0.004,0.0,0.098,0.041,0.18,0.104,0.49,0.3
artificial.195,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.267,0.083
artificial.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.034
artificial.197,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.001,0.416,0.161
artificial.198,0.0,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.143,0.025
artificial.199,0.0,0.0,0.0,0.0,0.079,0.018,0.261,0.102,0.755,0.568
artificial.200,0.0,0.0,0.0,0.0,0.022,0.002,0.115,0.031,0.524,0.286
artificial.201,0.0,0.0,0.0,0.0,0.003,0.0,0.151,0.032,0.669,0.457
artificial.202,0.0,0.0,0.0,0.0,0.011,0.004,0.093,0.04,0.51,0.283
artificial.203,0.0,0.0,0.0,0.0,0.027,0.009,0.149,0.057,0.582,0.347
artificial.204,0.0,0.0,0.0,0.0,0.001,0.0,0.007,0.001,0.245,0.072
artificial.205,0.0,0.0,0.004,0.0,0.069,0.011,0.266,0.096,0.776,0.553
artificial.206,0.0,0.0,0.0,0.0,0.001,0.0,0.053,0.012,0.455,0.225
artificial.207,0.0,0.0,0.001,0.0,0.005,0.0,0.059,0.012,0.417,0.224
artificial.208,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.321,0.103
artificial.209,0.0,0.0,0.009,0.0,0.161,0.044,0.322,0.166,0.706,0.503
artificial.210,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.207,0.043
artificial.211,0.0,0.0,0.0,0.0,0.056,0.01,0.272,0.114,0.702,0.534
artificial.212,0.0,0.0,0.045,0.0,0.227,0.084,0.332,0.203,0.606,0.423
artificial.213,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.297,0.083
artificial.214,0.0,0.0,0.0,0.0,0.007,0.0,0.065,0.01,0.458,0.212
artificial.215,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.002,0.336,0.132
artificial.216,0.0,0.0,0.004,0.0,0.085,0.018,0.199,0.079,0.685,0.436
artificial.217,0.0,0.0,0.001,0.0,0.0,0.0,0.013,0.002,0.218,0.057
artificial.218,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.124,0.02
artificial.219,0.0,0.0,0.0,0.0,0.009,0.001,0.082,0.026,0.52,0.283
artificial.220,0.0,0.0,0.001,0.0,0.009,0.002,0.071,0.014,0.486,0.249
artificial.221,0.0,0.0,0.0,0.0,0.012,0.0,0.106,0.034,0.556,0.33
artificial.222,0.0,0.0,0.0,0.0,0.043,0.002,0.208,0.056,0.613,0.425
artificial.223,0.0,0.0,0.561,0.03,0.901,0.789,0.973,0.936,0.998,0.989
artificial.224,0.0,0.0,0.002,0.0,0.089,0.024,0.266,0.132,0.668,0.481
artificial.225,0.0,0.0,0.0,0.0,0.001,0.0,0.023,0.002,0.576,0.293
artificial.226,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.318,0.128
artificial.227,0.0,0.0,0.0,0.0,0.006,0.0,0.056,0.01,0.413,0.208
artificial.228,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.004,0.418,0.184
artificial.229,0.0,0.0,0.0,0.0,0.011,0.0,0.104,0.032,0.528,0.308
artificial.230,0.0,0.0,0.003,0.0,0.014,0.003,0.052,0.025,0.411,0.186
artificial.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209,0.044
artificial.232,0.0,0.0,0.0,0.0,0.007,0.0,0.069,0.018,0.539,0.285
artificial.233,0.0,0.0,0.0,0.0,0.004,0.0,0.126,0.022,0.681,0.419
artificial.234,0.0,0.0,0.0,0.0,0.04,0.009,0.139,0.041,0.564,0.333
artificial.235,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.004,0.524,0.27
artificial.236,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.001,0.248,0.07
artificial.237,0.0,0.0,0.0,0.0,0.008,0.0,0.11,0.034,0.572,0.332
artificial.238,0.0,0.0,0.001,0.0,0.025,0.003,0.133,0.058,0.592,0.355
artificial.239,0.0,0.0,0.0,0.0,0.004,0.0,0.128,0.022,0.686,0.427
artificial.240,0.0,0.0,0.0,0.0,0.001,0.0,0.063,0.015,0.512,0.279
artificial.241,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.003,0.397,0.189
artificial.242,0.0,0.0,0.001,0.0,0.033,0.007,0.156,0.062,0.596,0.385
artificial.243,0.0,0.0,0.0,0.0,0.001,0.0,0.018,0.002,0.34,0.145
artificial.244,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.193,0.042
artificial.245,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.001,0.388,0.169
artificial.246,0.0,0.0,0.0,0.0,0.053,0.008,0.237,0.105,0.666,0.48
artificial.247,0.0,0.0,0.004,0.0,0.09,0.036,0.264,0.139,0.701,0.507
artificial.248,0.0,0.0,0.008,0.0,0.041,0.009,0.124,0.051,0.527,0.31
artificial.249,0.0,0.0,0.0,0.0,0.008,0.0,0.093,0.022,0.54,0.337
artificial.250,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.001,0.288,0.114
artificial.251,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.008,0.46,0.254
artificial.252,0.0,0.0,0.0,0.0,0.011,0.0,0.02,0.005,0.239,0.073
artificial.253,0.0,0.0,0.0,0.0,0.052,0.012,0.258,0.089,0.737,0.523
artificial.254,0.0,0.0,0.001,0.0,0.21,0.074,0.435,0.261,0.771,0.625
artificial.255,0.0,0.0,0.0,0.0,0.004,0.0,0.052,0.007,0.504,0.266
artificial.256,0.0,0.0,0.001,0.0,0.007,0.0,0.094,0.02,0.547,0.319
artificial.257,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.16,0.027
artificial.258,0.0,0.0,0.002,0.0,0.017,0.005,0.107,0.044,0.493,0.287
artificial.259,0.0,0.0,0.0,0.0,0.055,0.007,0.207,0.096,0.641,0.421
artificial.260,0.0,0.0,0.0,0.0,0.001,0.0,0.042,0.003,0.594,0.323
artificial.261,0.0,0.0,0.0,0.0,0.001,0.0,0.011,0.001,0.267,0.088
artificial.262,0.0,0.0,0.0,0.0,0.067,0.014,0.188,0.085,0.563,0.351
artificial.263,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.231,0.075
artificial.264,0.0,0.0,0.015,0.0,0.136,0.054,0.375,0.211,0.82,0.66
artificial.265,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.318,0.119
artificial.266,0.0,0.0,0.0,0.0,0.023,0.005,0.169,0.058,0.648,0.428
artificial.267,0.0,0.0,0.0,0.0,0.006,0.0,0.137,0.038,0.616,0.393
artificial.268,0.0,0.0,0.0,0.0,0.006,0.0,0.051,0.014,0.392,0.188
artificial.269,0.0,0.0,0.002,0.0,0.0,0.0,0.007,0.0,0.183,0.055
artificial.270,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.002,0.303,0.092
artificial.271,0.0,0.0,0.065,0.0,0.43,0.136,0.545,0.37,0.777,0.655
artificial.272,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.374,0.166
artificial.273,0.0,0.0,0.004,0.0,0.015,0.004,0.098,0.026,0.507,0.27
artificial.274,0.0,0.0,0.0,0.0,0.009,0.0,0.187,0.058,0.674,0.454
artificial.275,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.206,0.058
artificial.276,0.0,0.0,0.0,0.0,0.025,0.002,0.128,0.057,0.567,0.347
artificial.277,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.002,0.173,0.036
artificial.278,0.0,0.0,0.001,0.0,0.08,0.016,0.31,0.161,0.731,0.56
artificial.279,0.0,0.0,0.0,0.0,0.021,0.008,0.135,0.036,0.695,0.419
artificial.280,0.0,0.0,0.003,0.001,0.006,0.003,0.029,0.003,0.345,0.115
artificial.281,0.0,0.0,0.0,0.0,0.022,0.001,0.137,0.04,0.575,0.353
artificial.282,0.0,0.0,0.041,0.001,0.276,0.156,0.395,0.277,0.705,0.543
artificial.283,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.004,0.408,0.233
artificial.284,0.0,0.0,0.0,0.0,0.001,0.0,0.017,0.002,0.256,0.1
artificial.285,0.0,0.0,0.013,0.001,0.121,0.051,0.253,0.137,0.654,0.476
artificial.286,0.0,0.0,0.0,0.0,0.001,0.0,0.125,0.02,0.589,0.355
artificial.287,0.0,0.0,0.0,0.0,0.003,0.0,0.047,0.004,0.491,0.251
artificial.288,0.0,0.0,0.025,0.0,0.141,0.074,0.361,0.203,0.756,0.574
artificial.289,0.0,0.0,0.003,0.0,0.003,0.0,0.019,0.001,0.286,0.108
artificial.290,0.0,0.0,0.0,0.0,0.004,0.0,0.017,0.003,0.207,0.061
