,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.11,0.377,0.219,0.112,0.259,0.132,0.053,0.145,0.058,0.016,0.058,0.007,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.12,0.439,0.261,0.127,0.318,0.142,0.056,0.162,0.049,0.013,0.045,0.005,0.001,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.13,0.389,0.257,0.166,0.287,0.174,0.085,0.189,0.085,0.038,0.107,0.043,0.016,0.051,0.017,0.005,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.14,0.554,0.416,0.292,0.443,0.306,0.196,0.325,0.181,0.098,0.196,0.097,0.029,0.114,0.034,0.006,0.039,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.15,0.33,0.165,0.074,0.19,0.072,0.033,0.085,0.03,0.01,0.035,0.01,0.004,0.018,0.006,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.16,0.35,0.215,0.111,0.246,0.129,0.048,0.144,0.054,0.018,0.067,0.024,0.005,0.032,0.009,0.003,0.009,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.529,0.379,0.227,0.433,0.267,0.143,0.295,0.134,0.039,0.126,0.022,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.467,0.29,0.153,0.385,0.223,0.108,0.3,0.163,0.072,0.209,0.09,0.024,0.097,0.015,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.38,0.226,0.116,0.256,0.129,0.045,0.142,0.05,0.011,0.058,0.01,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.4,0.268,0.133,0.334,0.189,0.086,0.238,0.126,0.048,0.159,0.075,0.029,0.104,0.048,0.008,0.066,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.558,0.384,0.201,0.435,0.241,0.098,0.261,0.094,0.023,0.099,0.019,0.004,0.02,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.22,0.394,0.239,0.104,0.281,0.14,0.05,0.163,0.055,0.013,0.066,0.009,0.0,0.015,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.416,0.26,0.127,0.302,0.169,0.078,0.207,0.096,0.044,0.113,0.052,0.013,0.064,0.018,0.003,0.026,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.684,0.483,0.26,0.559,0.35,0.151,0.389,0.17,0.061,0.178,0.059,0.013,0.057,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.313,0.155,0.056,0.207,0.076,0.017,0.088,0.02,0.005,0.02,0.003,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.474,0.321,0.19,0.364,0.218,0.109,0.248,0.128,0.046,0.154,0.063,0.017,0.081,0.018,0.002,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.563,0.416,0.252,0.501,0.35,0.18,0.42,0.246,0.128,0.3,0.165,0.067,0.218,0.09,0.024,0.113,0.008,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.361,0.204,0.086,0.243,0.099,0.03,0.106,0.027,0.005,0.029,0.008,0.003,0.012,0.006,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.376,0.237,0.125,0.269,0.144,0.069,0.182,0.083,0.03,0.099,0.032,0.007,0.04,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.30,0.532,0.369,0.228,0.454,0.266,0.138,0.333,0.17,0.075,0.218,0.099,0.037,0.143,0.043,0.006,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.31,0.417,0.258,0.126,0.307,0.168,0.046,0.194,0.055,0.014,0.069,0.01,0.003,0.011,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.32,0.35,0.213,0.103,0.239,0.118,0.048,0.135,0.049,0.01,0.052,0.008,0.001,0.008,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.33,0.496,0.35,0.221,0.382,0.231,0.126,0.246,0.111,0.039,0.103,0.025,0.006,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.34,0.385,0.246,0.126,0.291,0.136,0.053,0.169,0.057,0.019,0.082,0.024,0.003,0.042,0.005,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.382,0.235,0.122,0.276,0.142,0.059,0.167,0.072,0.024,0.091,0.03,0.008,0.041,0.007,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.661,0.509,0.319,0.588,0.408,0.239,0.473,0.295,0.143,0.355,0.181,0.085,0.239,0.117,0.031,0.133,0.009,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.37,0.912,0.845,0.749,0.886,0.79,0.663,0.813,0.673,0.492,0.703,0.474,0.265,0.511,0.248,0.096,0.261,0.046,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.38,0.861,0.768,0.635,0.8,0.645,0.483,0.645,0.422,0.224,0.36,0.123,0.026,0.097,0.009,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.769,0.62,0.436,0.599,0.361,0.167,0.33,0.116,0.03,0.098,0.015,0.001,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.40,0.689,0.53,0.338,0.573,0.372,0.192,0.387,0.176,0.06,0.17,0.042,0.013,0.038,0.007,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.41,0.367,0.192,0.086,0.248,0.109,0.027,0.126,0.032,0.003,0.037,0.004,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.42,0.378,0.212,0.099,0.268,0.129,0.045,0.17,0.059,0.016,0.084,0.023,0.013,0.039,0.018,0.001,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.43,0.354,0.202,0.111,0.222,0.12,0.049,0.134,0.046,0.013,0.057,0.011,0.003,0.018,0.004,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.44,0.335,0.174,0.07,0.248,0.116,0.045,0.173,0.079,0.024,0.112,0.029,0.005,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.45,0.62,0.436,0.242,0.554,0.35,0.176,0.452,0.254,0.11,0.308,0.14,0.037,0.162,0.031,0.001,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.376,0.21,0.086,0.253,0.107,0.033,0.127,0.036,0.009,0.043,0.008,0.003,0.012,0.003,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.562,0.386,0.24,0.401,0.222,0.111,0.219,0.09,0.031,0.081,0.017,0.001,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.48,0.248,0.129,0.042,0.164,0.061,0.02,0.087,0.029,0.009,0.044,0.013,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.49,0.574,0.402,0.233,0.463,0.287,0.143,0.314,0.148,0.042,0.124,0.026,0.005,0.023,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.50,0.463,0.275,0.134,0.329,0.156,0.067,0.193,0.073,0.018,0.1,0.029,0.009,0.048,0.012,0.001,0.019,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.528,0.391,0.251,0.429,0.283,0.175,0.291,0.175,0.083,0.166,0.063,0.019,0.059,0.009,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.52,0.652,0.496,0.331,0.547,0.386,0.222,0.399,0.213,0.074,0.203,0.044,0.007,0.041,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.53,0.393,0.245,0.124,0.284,0.146,0.066,0.169,0.078,0.026,0.1,0.029,0.01,0.042,0.013,0.001,0.015,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.54,0.465,0.326,0.188,0.376,0.217,0.115,0.268,0.136,0.059,0.173,0.088,0.036,0.13,0.058,0.015,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.55,0.543,0.377,0.22,0.407,0.239,0.105,0.252,0.1,0.031,0.097,0.022,0.004,0.022,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.56,0.644,0.473,0.29,0.553,0.345,0.202,0.406,0.233,0.127,0.295,0.157,0.06,0.202,0.076,0.024,0.097,0.011,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.57,0.458,0.302,0.175,0.317,0.194,0.095,0.218,0.101,0.04,0.112,0.048,0.017,0.069,0.024,0.004,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.58,0.468,0.302,0.153,0.355,0.221,0.103,0.252,0.131,0.06,0.161,0.08,0.031,0.115,0.041,0.005,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.59,0.581,0.406,0.252,0.427,0.239,0.124,0.229,0.094,0.024,0.08,0.01,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.60,0.399,0.237,0.133,0.244,0.111,0.048,0.124,0.043,0.013,0.057,0.014,0.002,0.018,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.61,0.713,0.606,0.484,0.629,0.474,0.346,0.49,0.346,0.223,0.379,0.248,0.138,0.288,0.166,0.082,0.18,0.055,0.003,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.62,0.312,0.164,0.078,0.205,0.093,0.032,0.11,0.04,0.008,0.058,0.021,0.002,0.038,0.007,0.001,0.016,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.63,0.364,0.213,0.103,0.252,0.111,0.045,0.134,0.04,0.013,0.049,0.015,0.005,0.028,0.007,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.64,0.573,0.403,0.217,0.469,0.272,0.105,0.302,0.107,0.034,0.104,0.02,0.001,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.65,0.338,0.179,0.064,0.208,0.072,0.021,0.088,0.023,0.002,0.028,0.005,0.001,0.007,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.326,0.193,0.08,0.23,0.091,0.033,0.105,0.037,0.013,0.054,0.018,0.006,0.025,0.006,0.001,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.67,0.37,0.209,0.108,0.254,0.12,0.036,0.133,0.04,0.008,0.053,0.013,0.003,0.022,0.005,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.68,0.356,0.208,0.087,0.228,0.098,0.033,0.102,0.032,0.006,0.037,0.009,0.0,0.011,0.004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.69,0.434,0.266,0.141,0.304,0.15,0.074,0.156,0.053,0.018,0.043,0.013,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.70,0.603,0.443,0.251,0.497,0.287,0.14,0.318,0.134,0.047,0.151,0.032,0.004,0.033,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.71,0.934,0.875,0.737,0.889,0.774,0.55,0.794,0.538,0.293,0.515,0.225,0.063,0.198,0.029,0.005,0.02,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.72,0.905,0.81,0.649,0.825,0.641,0.424,0.623,0.37,0.152,0.32,0.084,0.015,0.068,0.006,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.73,0.722,0.565,0.36,0.623,0.408,0.218,0.429,0.215,0.071,0.199,0.044,0.01,0.039,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.74,0.407,0.218,0.071,0.295,0.119,0.023,0.138,0.032,0.004,0.033,0.004,0.0,0.006,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.75,0.332,0.182,0.065,0.219,0.081,0.026,0.108,0.031,0.006,0.043,0.007,0.001,0.014,0.002,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.76,0.376,0.205,0.109,0.264,0.135,0.053,0.169,0.076,0.025,0.091,0.028,0.007,0.029,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.77,0.812,0.696,0.553,0.721,0.544,0.393,0.563,0.359,0.2,0.382,0.215,0.103,0.268,0.135,0.046,0.147,0.023,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.78,0.779,0.67,0.535,0.711,0.558,0.39,0.582,0.356,0.196,0.357,0.156,0.059,0.143,0.032,0.001,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.79,0.699,0.56,0.386,0.642,0.488,0.3,0.552,0.364,0.186,0.426,0.222,0.079,0.248,0.085,0.015,0.091,0.006,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.80,0.272,0.133,0.046,0.183,0.074,0.02,0.099,0.03,0.008,0.042,0.009,0.001,0.01,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.81,0.755,0.629,0.456,0.678,0.493,0.308,0.538,0.314,0.168,0.356,0.182,0.086,0.229,0.109,0.028,0.122,0.014,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.82,0.44,0.291,0.16,0.325,0.154,0.063,0.16,0.055,0.01,0.049,0.006,0.001,0.008,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.83,0.352,0.2,0.082,0.227,0.102,0.036,0.126,0.04,0.019,0.049,0.019,0.007,0.025,0.009,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.84,0.302,0.159,0.065,0.201,0.074,0.024,0.103,0.035,0.009,0.053,0.019,0.005,0.033,0.01,0.002,0.013,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.85,0.378,0.196,0.081,0.259,0.129,0.034,0.15,0.052,0.01,0.065,0.012,0.002,0.013,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.86,0.355,0.219,0.12,0.251,0.125,0.049,0.138,0.044,0.017,0.054,0.019,0.008,0.027,0.01,0.004,0.014,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.87,0.331,0.183,0.08,0.246,0.11,0.033,0.141,0.034,0.005,0.039,0.006,0.0,0.004,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.88,0.491,0.33,0.181,0.363,0.199,0.091,0.216,0.08,0.03,0.094,0.03,0.007,0.033,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.89,0.524,0.36,0.215,0.402,0.239,0.106,0.255,0.108,0.033,0.101,0.023,0.003,0.022,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.90,0.435,0.255,0.116,0.304,0.145,0.049,0.168,0.057,0.014,0.064,0.013,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.91,0.38,0.23,0.122,0.261,0.129,0.062,0.146,0.055,0.021,0.066,0.023,0.012,0.034,0.012,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.92,0.549,0.406,0.27,0.442,0.282,0.184,0.312,0.175,0.09,0.191,0.095,0.031,0.12,0.032,0.003,0.038,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.93,0.394,0.249,0.137,0.298,0.159,0.082,0.191,0.09,0.036,0.102,0.038,0.007,0.047,0.01,0.004,0.012,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.94,0.369,0.208,0.082,0.253,0.107,0.025,0.126,0.035,0.007,0.049,0.013,0.001,0.019,0.005,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.95,0.607,0.417,0.258,0.408,0.203,0.098,0.177,0.058,0.013,0.04,0.008,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
