,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.302,0.53,0.342,0.193,0.441,0.249,0.111,0.316,0.136,0.027,0.156,0.034,0.004,0.037,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.303,0.053,0.007,0.004,0.03,0.005,0.001,0.008,0.003,0.0,0.003,0.001,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.304,0.049,0.011,0.002,0.031,0.005,0.001,0.017,0.004,0.001,0.011,0.003,0.0,0.01,0.002,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.305,0.063,0.017,0.002,0.032,0.008,0.002,0.013,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.306,0.113,0.042,0.013,0.06,0.022,0.008,0.026,0.005,0.003,0.008,0.003,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.307,0.059,0.015,0.004,0.024,0.005,0.001,0.008,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.308,0.085,0.037,0.008,0.06,0.018,0.001,0.031,0.005,0.0,0.012,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.309,0.103,0.033,0.009,0.057,0.013,0.003,0.022,0.002,0.001,0.006,0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.310,0.185,0.063,0.021,0.112,0.037,0.008,0.054,0.011,0.001,0.019,0.001,0.0,0.008,0.001,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.311,0.849,0.704,0.437,0.864,0.696,0.412,0.87,0.685,0.394,0.873,0.665,0.366,0.849,0.602,0.248,0.747,0.337,0.065,0.371,0.025,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.312,0.24,0.131,0.058,0.168,0.06,0.025,0.082,0.025,0.005,0.03,0.005,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.313,0.135,0.063,0.028,0.123,0.058,0.025,0.104,0.042,0.015,0.061,0.014,0.002,0.011,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.314,0.26,0.129,0.048,0.182,0.08,0.024,0.108,0.033,0.008,0.053,0.009,0.002,0.016,0.003,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.315,0.289,0.171,0.075,0.237,0.106,0.043,0.158,0.053,0.015,0.068,0.011,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.316,0.096,0.032,0.008,0.056,0.014,0.002,0.02,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.317,0.41,0.271,0.15,0.347,0.2,0.097,0.24,0.119,0.045,0.14,0.043,0.017,0.053,0.015,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.318,0.071,0.037,0.015,0.068,0.028,0.014,0.057,0.023,0.006,0.042,0.005,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.319,0.363,0.223,0.113,0.304,0.153,0.065,0.195,0.074,0.023,0.085,0.021,0.002,0.02,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.320,0.175,0.073,0.027,0.12,0.041,0.012,0.062,0.02,0.009,0.027,0.013,0.005,0.022,0.011,0.001,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.321,0.277,0.164,0.079,0.233,0.117,0.045,0.146,0.055,0.02,0.074,0.022,0.005,0.035,0.007,0.002,0.01,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.322,0.474,0.323,0.151,0.487,0.329,0.148,0.486,0.318,0.151,0.494,0.325,0.167,0.48,0.331,0.158,0.447,0.233,0.065,0.264,0.033,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.323,0.127,0.062,0.019,0.094,0.033,0.006,0.049,0.011,0.001,0.02,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.324,0.098,0.042,0.013,0.071,0.028,0.005,0.046,0.012,0.0,0.018,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.325,0.123,0.056,0.023,0.075,0.022,0.005,0.03,0.005,0.001,0.007,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.326,0.099,0.031,0.011,0.065,0.014,0.006,0.04,0.009,0.002,0.024,0.007,0.003,0.013,0.007,0.002,0.012,0.003,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.327,0.197,0.11,0.036,0.164,0.082,0.024,0.126,0.049,0.019,0.091,0.031,0.011,0.056,0.023,0.004,0.038,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.328,0.066,0.014,0.002,0.029,0.005,0.0,0.013,0.0,0.0,0.004,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.329,0.038,0.003,0.0,0.015,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.330,0.525,0.359,0.196,0.471,0.291,0.153,0.367,0.177,0.063,0.212,0.042,0.009,0.038,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.331,0.403,0.304,0.187,0.405,0.304,0.184,0.417,0.296,0.177,0.417,0.277,0.151,0.384,0.216,0.084,0.276,0.091,0.011,0.102,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.332,0.064,0.021,0.008,0.057,0.02,0.008,0.049,0.017,0.007,0.033,0.011,0.004,0.018,0.006,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.333,0.195,0.099,0.037,0.17,0.09,0.034,0.146,0.075,0.021,0.116,0.037,0.004,0.046,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.334,0.257,0.129,0.041,0.207,0.091,0.026,0.145,0.058,0.014,0.103,0.037,0.012,0.063,0.028,0.006,0.042,0.008,0.002,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.335,0.043,0.021,0.006,0.027,0.009,0.0,0.012,0.001,0.0,0.006,0.0,0.0,0.002,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.336,0.087,0.034,0.005,0.063,0.015,0.003,0.038,0.007,0.001,0.011,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.337,0.379,0.269,0.173,0.326,0.217,0.121,0.246,0.136,0.06,0.155,0.053,0.004,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.338,0.243,0.118,0.052,0.196,0.083,0.034,0.113,0.034,0.007,0.034,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.339,0.048,0.014,0.003,0.031,0.006,0.001,0.013,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.340,0.5,0.352,0.224,0.386,0.23,0.108,0.243,0.092,0.02,0.089,0.008,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.341,0.336,0.177,0.076,0.239,0.091,0.028,0.108,0.031,0.005,0.038,0.003,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.342,0.287,0.187,0.109,0.254,0.148,0.079,0.189,0.104,0.043,0.125,0.047,0.009,0.049,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.343,0.371,0.238,0.105,0.33,0.189,0.074,0.276,0.128,0.04,0.174,0.044,0.009,0.045,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.344,0.172,0.078,0.019,0.13,0.052,0.01,0.088,0.02,0.004,0.037,0.005,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.345,0.679,0.455,0.2,0.681,0.45,0.186,0.678,0.447,0.192,0.684,0.446,0.195,0.669,0.411,0.16,0.582,0.252,0.035,0.272,0.011,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.346,0.125,0.056,0.018,0.089,0.031,0.007,0.041,0.013,0.002,0.016,0.002,0.0,0.004,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.347,0.414,0.194,0.066,0.295,0.102,0.02,0.15,0.02,0.002,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.348,0.361,0.232,0.101,0.33,0.182,0.071,0.264,0.121,0.052,0.168,0.067,0.019,0.093,0.017,0.004,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.349,0.191,0.087,0.03,0.125,0.054,0.013,0.067,0.017,0.006,0.021,0.006,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.350,0.024,0.006,0.002,0.016,0.004,0.001,0.007,0.001,0.0,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.351,0.495,0.38,0.248,0.46,0.338,0.204,0.399,0.269,0.14,0.31,0.158,0.057,0.169,0.039,0.011,0.041,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.352,0.086,0.029,0.013,0.058,0.018,0.006,0.033,0.007,0.004,0.014,0.004,0.001,0.006,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.353,0.119,0.043,0.006,0.073,0.02,0.001,0.041,0.007,0.0,0.015,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.354,0.109,0.046,0.019,0.07,0.024,0.009,0.041,0.011,0.007,0.019,0.004,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.355,0.016,0.004,0.0,0.009,0.001,0.0,0.003,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.356,0.042,0.011,0.003,0.026,0.008,0.001,0.013,0.004,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.357,0.15,0.073,0.032,0.109,0.049,0.015,0.063,0.018,0.003,0.025,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.358,0.071,0.02,0.004,0.038,0.008,0.002,0.027,0.003,0.002,0.006,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.359,0.127,0.042,0.007,0.09,0.021,0.002,0.041,0.007,0.0,0.015,0.002,0.0,0.01,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.360,0.308,0.193,0.088,0.266,0.145,0.056,0.208,0.09,0.034,0.133,0.057,0.016,0.073,0.012,0.002,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.361,0.177,0.091,0.044,0.133,0.061,0.015,0.073,0.02,0.004,0.025,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.362,0.577,0.408,0.231,0.529,0.335,0.179,0.427,0.24,0.1,0.305,0.107,0.026,0.113,0.012,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.363,0.124,0.057,0.018,0.09,0.029,0.009,0.051,0.014,0.002,0.021,0.004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.364,0.162,0.082,0.032,0.107,0.045,0.011,0.06,0.008,0.0,0.014,0.002,0.0,0.003,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.365,0.114,0.041,0.014,0.062,0.016,0.005,0.023,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.366,0.295,0.156,0.072,0.256,0.138,0.051,0.202,0.103,0.026,0.144,0.047,0.008,0.069,0.009,0.001,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.367,0.213,0.103,0.036,0.163,0.073,0.026,0.115,0.052,0.018,0.074,0.034,0.009,0.044,0.012,0.004,0.018,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.368,0.056,0.018,0.006,0.03,0.013,0.004,0.022,0.008,0.001,0.015,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.369,0.152,0.08,0.025,0.159,0.083,0.023,0.189,0.098,0.028,0.234,0.127,0.035,0.258,0.146,0.032,0.248,0.093,0.008,0.129,0.005,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.370,0.297,0.17,0.073,0.276,0.142,0.064,0.227,0.098,0.029,0.126,0.027,0.003,0.023,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.371,0.097,0.049,0.018,0.074,0.033,0.007,0.05,0.014,0.001,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.372,0.125,0.046,0.01,0.077,0.021,0.005,0.032,0.006,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.373,0.266,0.157,0.081,0.203,0.104,0.053,0.134,0.063,0.027,0.068,0.023,0.004,0.024,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.374,0.675,0.521,0.358,0.599,0.435,0.264,0.484,0.282,0.136,0.306,0.139,0.041,0.143,0.046,0.01,0.048,0.006,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.375,0.061,0.016,0.006,0.036,0.009,0.002,0.016,0.004,0.001,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.376,0.057,0.014,0.0,0.025,0.004,0.0,0.01,0.0,0.0,0.004,0.0,0.0,0.002,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.377,0.215,0.128,0.047,0.169,0.091,0.026,0.113,0.032,0.013,0.046,0.014,0.006,0.019,0.005,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.378,0.373,0.236,0.112,0.328,0.195,0.083,0.284,0.146,0.061,0.205,0.086,0.012,0.106,0.011,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.379,0.212,0.122,0.051,0.154,0.074,0.02,0.104,0.033,0.006,0.05,0.01,0.0,0.011,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.380,0.261,0.139,0.048,0.224,0.096,0.029,0.173,0.053,0.008,0.094,0.015,0.002,0.029,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.381,0.395,0.268,0.157,0.343,0.212,0.104,0.248,0.118,0.041,0.132,0.038,0.007,0.034,0.005,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.382,0.171,0.064,0.027,0.116,0.037,0.009,0.044,0.012,0.001,0.016,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.383,0.665,0.531,0.346,0.642,0.467,0.282,0.571,0.374,0.177,0.44,0.169,0.038,0.161,0.016,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.384,0.622,0.466,0.302,0.536,0.35,0.185,0.384,0.188,0.057,0.197,0.046,0.006,0.04,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.385,0.526,0.365,0.233,0.499,0.338,0.201,0.45,0.27,0.152,0.348,0.168,0.07,0.196,0.054,0.01,0.056,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.386,0.141,0.041,0.013,0.066,0.02,0.004,0.027,0.006,0.0,0.01,0.002,0.0,0.007,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.387,0.084,0.033,0.004,0.063,0.014,0.002,0.036,0.004,0.0,0.015,0.001,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.388,0.121,0.055,0.018,0.112,0.047,0.017,0.089,0.036,0.012,0.064,0.018,0.003,0.021,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.389,0.068,0.025,0.008,0.038,0.012,0.002,0.017,0.004,0.001,0.01,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.390,0.288,0.139,0.053,0.286,0.139,0.05,0.294,0.132,0.044,0.293,0.141,0.039,0.281,0.125,0.029,0.251,0.071,0.008,0.103,0.007,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.391,0.136,0.066,0.027,0.093,0.04,0.008,0.053,0.011,0.0,0.01,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.392,0.145,0.061,0.028,0.091,0.044,0.011,0.057,0.014,0.002,0.022,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.393,0.093,0.043,0.02,0.063,0.03,0.012,0.035,0.018,0.005,0.02,0.006,0.002,0.008,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.394,0.227,0.108,0.035,0.187,0.076,0.021,0.137,0.038,0.007,0.066,0.012,0.001,0.019,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.395,0.178,0.074,0.021,0.121,0.039,0.014,0.06,0.024,0.007,0.03,0.01,0.003,0.009,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.396,0.281,0.149,0.062,0.214,0.096,0.036,0.131,0.047,0.005,0.064,0.004,0.001,0.013,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.397,0.438,0.244,0.088,0.375,0.177,0.054,0.254,0.082,0.02,0.119,0.021,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.398,0.214,0.115,0.053,0.161,0.077,0.031,0.103,0.04,0.012,0.059,0.011,0.006,0.017,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.399,0.126,0.057,0.025,0.078,0.034,0.013,0.044,0.013,0.002,0.017,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.400,0.491,0.334,0.171,0.458,0.278,0.112,0.38,0.196,0.066,0.281,0.118,0.039,0.184,0.056,0.024,0.099,0.028,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.401,0.23,0.107,0.054,0.148,0.076,0.034,0.099,0.045,0.013,0.051,0.016,0.001,0.017,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.402,0.399,0.291,0.191,0.389,0.291,0.189,0.391,0.289,0.18,0.378,0.245,0.101,0.285,0.096,0.021,0.106,0.009,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.403,0.201,0.082,0.029,0.11,0.038,0.009,0.051,0.011,0.003,0.013,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.404,0.078,0.026,0.007,0.048,0.017,0.005,0.028,0.007,0.003,0.009,0.004,0.0,0.006,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
